id,name,nbItems,classification
peaux_brourées_de_veau~product_simplification,peaux brourées de veau,,simplification
peaux_brourées_de_veau~product_simplification,peaux brourées de veau,,orthographic
peaux_apprêtées_et_brutes~product_simplification,peaux apprêtées et brutes,,simplification
peaux_apprêtées_et_brutes~product_simplification,peaux brutes et apprêtées,,orthographic
peaux_crues_fraîches_de_chien_de_mer~product_simplification,peaux crues fraîches de chien de mer,,simplification
peaux_crues_fraîches_de_chien_de_mer~product_simplification,peaux brutes fraîches de chien de mer,,orthographic
peaux_crues_fraîches_grandes~product_simplification,peaux crues fraîches grandes,,simplification
peaux_crues_fraîches_grandes~product_simplification,peaux brutes fraîches grandes,,orthographic
peaux_crues_grandes_fraîches~product_simplification,peaux crues grandes fraîches,,simplification
peaux_crues_grandes_fraîches~product_simplification,peaux brutes grandes fraîches,,orthographic
peaux_crues_petites_de_chien_de_mer_et_requin~product_simplification,peaux crues petites de chien de mer et requin,,simplification
peaux_crues_petites_de_chien_de_mer_et_requin~product_simplification,peaux brutes petites chien de mer requin,,orthographic
peaux_crues_petites_d'agneaux_et_de_chevreaux~product_simplification,peaux crues petites d'agneaux et de chevreaux,,simplification
peaux_crues_petites_d'agneaux_et_de_chevreaux~product_simplification,peaux brutes petites d'agneau et de chevreau,,orthographic
peaux_crues_sèches_de_chien_de_mer~product_simplification,peaux crues sèches de chien de mer,,simplification
peaux_crues_sèches_de_chien_de_mer~product_simplification,peaux brutes sèches de chien de mer,,orthographic
peaux_de_chèvre_apprêtées~product_simplification,peaux de chèvre apprêtées,,simplification
peaux_de_chèvre_apprêtées~product_simplification,peaux chèvre apprêtées,,orthographic
peaux_corroyées_de_chèvre~product_simplification,peaux corroyées de chèvre,,simplification
peaux_corroyées_de_chèvre~product_simplification,peaux corroyées de chèvre,,orthographic
peaux_corroyées_de_maroquin~product_simplification,peaux corroyées de maroquin,,simplification
peaux_corroyées_de_maroquin~product_simplification,peaux corroyées de maroquins,,orthographic
peaux_d'agneau_en_chamois~product_simplification,peaux d'agneau en chamois,,simplification
peaux_d'agneau_en_chamois~product_simplification,peaux d'agneau en chamois,,orthographic
peaux_d'agneau_en_couleur~product_simplification,peaux d'agneau en couleur,,simplification
peaux_d'agneau_en_couleur~product_simplification,peaux d'agneau en couleur,,orthographic
peaux_d'agneau_en_mégie~product_simplification,peaux d'agneau en mégie,,simplification
peaux_d'agneau_en_mégie~product_simplification,peaux d'agneau en mégie,,orthographic
peaux_d'agneau_en_mesquis~product_simplification,peaux d'agneau en mesquis,,simplification
peaux_d'agneau_en_mesquis~product_simplification,peaux d'agneau en mesquis,,orthographic
peaux_d'agneau_en_poil~product_simplification,peaux d'agneau en poil,,simplification
peaux_d'agneau_en_poil~product_simplification,peaux d'agneau en poil,,orthographic
peaux_d'agneau_en_tripe~product_simplification,peaux d'agneau en tripe,,simplification
peaux_d'agneau_en_tripe~product_simplification,peaux d'agneau en tripe,,orthographic
peaux_d'agneau_et_de_chevreau~product_simplification,peaux d'agneau et de chevreau,,simplification
peaux_d'agneau_et_de_chevreau~product_simplification,peaux d'agneau et de chevreau,,orthographic
peaux_d'agneau_lavées~product_simplification,peaux d'agneau lavées,,simplification
peaux_d'agneau_lavées~product_simplification,peaux d'agneau lavées,,orthographic
peaux_d'agneau_ou_chevreau_apprêtées~product_simplification,peaux d'agneau ou chevreau apprêtées,,simplification
peaux_d'agneau_ou_chevreau_apprêtées~product_simplification,peaux d'agneau ou chevreau apprêtées,,orthographic
peaux_d'agneau_passées~product_simplification,peaux d'agneau passées,,simplification
peaux_d'agneau_passées~product_simplification,peaux d'agneau passées,,orthographic
peaux_d'agneau_tannées~product_simplification,peaux d'agneau tannées,,simplification
peaux_d'agneau_tannées~product_simplification,peaux d'agneau tannées,,orthographic
peaux_d'agneau_tournées~product_simplification,peaux d'agneau tournées,,simplification
peaux_d'agneau_tournées~product_simplification,peaux d'agneau tournées,,orthographic
peaux_d'Alexandrie~product_simplification,peaux d'Alexandrie,,simplification
peaux_d'Alexandrie~product_simplification,peaux d'Alexandrie,,orthographic
peaux_crues_d'âne~product_simplification,peaux crues d'âne,,simplification
peaux_crues_d'âne~product_simplification,peaux d'âne sans apprêt,,orthographic
peaux_d'anguille~product_simplification,peaux d'anguille,,simplification
peaux_d'anguille~product_simplification,peaux d'anguille,,orthographic
peaux_d'anguillerie~product_simplification,peaux d'anguillerie,,simplification
peaux_d'anguillerie~product_simplification,peaux d'anguillerie,,orthographic
peaux_apprêtées_de_???~product_simplification,peaux apprêtées de ???,,simplification
peaux_apprêtées_de_???~product_simplification,peaux de ??? apprêtées,,orthographic
peaux_de_Barbarie~product_simplification,peaux de Barbarie,,simplification
peaux_de_Barbarie~product_simplification,peaux de barbarie,,orthographic
peaux_de_Barbarie_en_poil~product_simplification,peaux de Barbarie en poil,,simplification
peaux_de_Barbarie_en_poil~product_simplification,peaux de barbe en poil,,orthographic
peaux_de_basanes~product_simplification,peaux de basanes,,simplification
peaux_de_basanes~product_simplification,peaux de basanes,,orthographic
peaux_de_basanes_apprêtées~product_simplification,peaux de basanes apprêtées,,simplification
peaux_de_basanes_apprêtées~product_simplification,peaux de basanes apprêtées,,orthographic
peaux_apprêtées_de_bouc~product_simplification,peaux apprêtées de bouc,,simplification
peaux_apprêtées_de_bouc~product_simplification,peaux de bouc apprêtées,,orthographic
peaux_de_bouc_crues~product_simplification,peaux de bouc crues,,simplification
peaux_de_bouc_crues~product_simplification,peaux de bouc crues,,orthographic
peaux_crues_de_bouc~product_simplification,peaux crues de bouc,,simplification
peaux_crues_de_bouc~product_simplification,peaux de bouc en poil,,orthographic
peaux_apprêtées_de_bouc_et_de_chèvre~product_simplification,peaux apprêtées de bouc et de chèvre,,simplification
peaux_apprêtées_de_bouc_et_de_chèvre~product_simplification,peaux de bouc et de chèvre apprêtées,,orthographic
peaux_de_bouc_et_de_chèvre_en_poil~product_simplification,peaux de bouc et de chèvre en poil,,simplification
peaux_de_bouc_et_de_chèvre_en_poil~product_simplification,peaux de bouc et de chèvre en poil,,orthographic
peaux_crues_de_bouc_et_de_chèvre~product_simplification,peaux crues de bouc et de chèvre,,simplification
peaux_crues_de_bouc_et_de_chèvre~product_simplification,peaux de bouc et de chèvre sans apprêt,,orthographic
peaux_de_bourrique~product_simplification,peaux de bourrique,,simplification
peaux_de_bourrique~product_simplification,peaux de bourrique,,orthographic
peaux_de_brebis~product_simplification,peaux de brebis,,simplification
peaux_de_brebis~product_simplification,peaux de brebis,,orthographic
peaux_crues_de_brebis~product_simplification,peaux crues de brebis,,simplification
peaux_crues_de_brebis~product_simplification,peaux de brebis crues,,orthographic
peaux_de_brebis_en_laine~product_simplification,peaux de brebis en laine,,simplification
peaux_de_brebis_en_laine~product_simplification,peaux de brebis en laine,,orthographic
peaux_de_Buenos-Aires_en_poil~product_simplification,peaux de Buenos-Aires en poil,,simplification
peaux_de_Buenos-Aires_en_poil~product_simplification,peaux de Buenos-Aires en poil,,orthographic
peaux_apprêtée_de_buffle~product_simplification,peaux apprêtée de buffle,,simplification
peaux_apprêtée_de_buffle~product_simplification,peaux de buffle apprêtées,,orthographic
peaux_de_buffle_chamoisées~product_simplification,peaux de buffle chamoisées,,simplification
peaux_de_buffle_chamoisées~product_simplification,peaux de buffle en chamois,,orthographic
peaux_de_bœuf_à_faire_du_poil~product_simplification,peaux de bœuf à faire du poil,,simplification
peaux_de_bœuf_à_faire_du_poil~product_simplification,peaux de bœuf à faire du poil,,orthographic
peaux_de_bœuf_en_poil~product_simplification,peaux de bœuf en poil,,simplification
peaux_de_bœuf_en_poil~product_simplification,peaux de bœuf en poil,,orthographic
peaux_de_bœuf_tannées~product_simplification,peaux de bœuf tannées,,simplification
peaux_de_bœuf_tannées~product_simplification,peaux de bœuf tannées,,orthographic
peaux_de_carcasson~product_simplification,peaux de carcasson,,simplification
peaux_de_carcasson~product_simplification,peaux de carcasson,,orthographic
peaux_de_caribou~product_simplification,peaux de caribou,,simplification
peaux_de_caribou~product_simplification,peaux de caribou,,orthographic
peaux_apprêtées_de_castor~product_simplification,peaux apprêtées de castor,,simplification
peaux_apprêtées_de_castor~product_simplification,peaux de castor apprêtées,,orthographic
