name_orthographic,lowercase_name
éventails d'ivoire nacre et écaille,éventails d'ivoire nacre et écaille
éventails de taffetas,éventails de taffetas
fer en cercles,fer en cercles
fer à nègre,fer à nègre
fer coulé,fer coulé
fer en fléaux,fer en fléaux
fer en poêles,fer en poêles
fil de fer à carder,fil de fer à carder
fil de palamard,fil de palamard
flèches marines,flèches marines
fontaine de fer-blanc,fontaine de fer-blanc
fromage de Maroilles,fromage de maroilles
futailles vieilles,futailles vieilles
galon d'or et d'argent,galon d'or et d'argent
gants communs,gants communs
garance commune,garance commune
grabeau d'encens,grabeau d'encens
gomme d'amandier,gomme d'amandier
guingans de Madras,guingans de madras
habillement brodé d'or,habillement brodé d'or
harengs salés,harengs salés
horlogerie pendules,horlogerie pendules
huile d'anis,huile d'anis
huile de laurier,huile de laurier
huîtres à la daube,huîtres à la daube
instruments de mathématique,instruments de mathématique
jus de réglisse,jus de réglisse
laiton ouvré,laiton ouvré
limancais,limancais
marbre à jouer,marbre à jouer
merrains,merrains
mèches soufrées,mèches soufrées
merrains à barils,merrains à barils
merrains à barils en douelles,merrains à barils en douelles
myrrhe,myrrhe
noir d'ivoire,noir d'ivoire
noix de galle,noix de galle
papier à l'écu fin,papier à l'écu fin
papier à lettres,papier à lettres
papier à sucre,papier à sucre
papier violet,papier violet
parfumerie savonnettes,parfumerie savonnettes
peaux de mouton,peaux de mouton
peaux d'ours,peaux d'ours
peaux de chevreau apprêtées,peaux de chevreau apprêtées
peaux de chèvre passées,peaux de chèvre passées
peaux de vison,peaux de vison
peaux diverses,peaux diverses
peaux pelleterie,peaux pelleterie
pelleterie commune du Canada,pelleterie commune du canada
pelleterie commune apprêtée,pelleterie commune apprêtée
pierres à paver,pierres à paver
pierres à meules,pierres à meules
pierres codes,pierres codes
pierres à faire chaux,pierres à faire chaux
pyrèthre,pyrèthre
planches de noyer,planches de noyer
plomb en rouleau,plomb en rouleau
plumes d'autruche,plumes d'autruche
prunes de Brignoles,prunes de brignoles
raisin frais,raisin frais
rassades,rassades
rhubarbe de Moscovie,rhubarbe de moscovie
ruban de laine,ruban de laine
saumon fumé,saumon fumé
sel mistry,sel mistry
siamoise à peu de soie,siamoise à peu de soie
soufre,soufre
spermaceti,spermaceti
spicacellica,spicacellica
tabac filé,tabac filé
tabatières de corne,tabatières de corne
tabatières de bergamote,tabatières de bergamote
tapisserie de Rouen,tapisserie de rouen
tapisserie d'Aubusson,tapisserie d'aubusson
toile piquée,toile piquée
toile de lin de Hollande,toile de lin de hollande
toile de Bretagne crée,toile de bretagne crée
toile de Bretagne de Pontivy,toile de bretagne de pontivy
toile de Bretagne de brin,toile de bretagne de brin
toile de Bretagne de Landerneau,toile de bretagne de landerneau
toile de Bretagne de Mortagne,toile de bretagne de mortagne
toile de Bretagne de Saint-Georges,toile de bretagne de saint-georges
toile de Bretagne Languenan,toile de bretagne languenan
toile de coton imprimée,toile de coton imprimée
toile de Fougères,toile de fougères
toile du Piémont,toile du piémont
toile d'Olonne,toile d'olonne
toile du pays,toile du pays
toile grossière,toile grossière
toile Nankin,toile nankin
toile siamoise fil et coton,toile siamoise fil et coton
toutenague,toutenague
verres en tables,verres en tables
vin d'Aubagne,vin d'aubagne
vin de Bordeaux de haut,vin de bordeaux de haut
vin de Cognac,vin de cognac
vin de Rancio,vin de rancio
vin jauge gros bard,vin jauge gros bard
vin ordinaire,vin ordinaire
vin rouge,vin rouge
volailles dindons,volailles dindons
auf,auf
ajamis,ajamis
hameçons,hameçons
antofle de girofle,antofle de girofle
arbres à planter,arbres à planter
armes blanches sabres,armes blanches sabres
attelles de colliers,attelles de colliers
baguettes de fusils,baguettes de fusils
basanes,basanes
balais de bruyère,balais de bruyère
baracan,baracan
barbe de baleine,barbe de baleine
barbues de grès,barbues de grès
bas de fleuret,bas de fleuret
bas de laine,bas de laine
bâtons à lave-place,bâtons à lave-place
bœuf salé du pays,bœuf salé du pays
blé méteil,blé méteil
bois merrains à barriques douelles,bois merrains à barriques douelles
bois à teindre moulu,bois à teindre moulu
bois d'acajou,bois d'acajou
bois de noyer,bois de noyer
bois de palissandre,bois de palissandre
bois de sassafras,bois de sassafras
bois de sapin,bois de sapin
bois merrains à quarts,bois merrains à quarts
bol d'Arménie,bol d'arménie
bourdilles,bourdilles
bougie de cire blanche,bougie de cire blanche
bouteilles clissées,bouteilles clissées
boutons de jais,boutons de jais
brai résines,brai résines
cabarets vernis,cabarets vernis
cannes à pommes d'or,cannes à pommes d'or
caladaris,caladaris
camelot écarlate,camelot écarlate
canons de fer,canons de fer
caractères d'imprimerie,caractères d'imprimerie
carreaux de faïence,carreaux de faïence
cartes géographiques,cartes géographiques
quart de nonante,quart de nonante
ceintures de soie,ceintures de soie
cendre de Sicile,cendre de sicile
cendre de varech,cendre de varech
chair salée lard,chair salée lard
chaises de rotin,chaises de rotin
chapeaux bordés,chapeaux bordés
chapeaux de laine,chapeaux de laine
chapeaux demi vigogne,chapeaux demi vigogne
chapeaux mi vigogne,chapeaux mi vigogne
charbon de bois,charbon de bois
châtaignes,châtaignes
chemises de toile de lin,chemises de toile de lin
chemises de guingans,chemises de guingans
cire blanche,cire blanche
cire en bougie,cire en bougie
coffres de chirurgie,coffres de chirurgie
colle commune,colle commune
confitures sèches,confitures sèches
corail terraille,corail terraille
cornes de mouton,cornes de mouton
coton en laine du Levant,coton en laine du levant
coton filé commun,coton filé commun
couffins de palme,couffins de palme
craie,craie
crics de fer,crics de fer
cuillères de fer,cuillères de fer
cuillères de bois,cuillères de bois
cuivre brut,cuivre brut
cuivre en mitraille,cuivre en mitraille
dentelle commune,dentelle commune
drap d'Amiens,drap d'amiens
drap de lit vieux,drap de lit vieux
drogues médicinales jalap,drogues médicinales jalap
drogues médicinales rhubarbe,drogues médicinales rhubarbe
??? d'une valeur moindre de deux mille francs chacun,??? d'une valeur moindre de deux mille francs chacun
eau de Barbade,eau de barbade
eau-forte,eau-forte
eau médicinale,eau médicinale
écorce d'orange sèche,écorce d'orange sèche
épicerie girofle,épicerie girofle
épicerie mêlée,épicerie mêlée
esprit de vitriol,esprit de vitriol
étoupes,étoupes
étain en saumon,étain en saumon
étain vieux,étain vieux
étamine à pavillon,étamine à pavillon
étamine burail,étamine burail
étoffe de soie satin,étoffe de soie satin
étoffe de soie velours,étoffe de soie velours
étoffe mêlée de soie velours d'Utrecht,étoffe mêlée de soie velours d'utrecht
forces à drapier,forces à drapier
fer en enclumes,fer en enclumes
fer en etocs,fer en etocs
fer en platines,fer en platines
fil à dentelle,fil à dentelle
fil de fer assorti,fil de fer assorti
fil de Niort,fil de niort
fil du Piémont,fil du piémont
fleurs d'orange,fleurs d'orange
fraisset de vermillon,fraisset de vermillon
futaillerie de Saint-Claude,futaillerie de saint-claude
genièvre,genièvre
galle,galle
galon de soie,galon de soie
galon d'or faux,galon d'or faux
galon de filoselle,galon de filoselle
gants de fil,gants de fil
ginseng,ginseng
gomme ederée,gomme ederée
grabeau de myrrhe,grabeau de myrrhe
graine d'Avignon,graine d'avignon
graine de bois des Indes,graine de bois des indes
graine longue,graine longue
grains comestibles riz,grains comestibles riz
Guinée blanche,guinée blanche
harnais de chaises,harnais de chaises
herbes d'orseille,herbes d'orseille
herbes médicinales,herbes médicinales
huile de palme,huile de palme
huile de senteur,huile de senteur
jamavar,jamavar
joncs à voile,joncs à voile
jus de citron,jus de citron
laine à tapisserie,laine à tapisserie
laine brute,laine brute
limes de fer,limes de fer
limeneas,limeneas
lit de plumes,lit de plumes
lustres de Venise,lustres de venise
mâtereaux,mâtereaux
macis,macis
marbre brut,marbre brut
mâts de navire,mâts de navire
massicot,massicot
métal de cloches,métal de cloches
meules de moulins,meules de moulins
mouchoirs de fil et coton,mouchoirs de fil et coton
moulins à poivre,moulins à poivre
moulins à sucre,moulins à sucre
noix vomiques,noix vomiques
or et argent faux,or et argent faux
ouvrages de cuivre doré et argenté,ouvrages de cuivre doré et argenté
ouvrages divers,ouvrages divers
paniers d'osier,paniers d'osier
papier bâtard commun,papier bâtard commun
parfumerie diverse,parfumerie diverse
peaux de lapin,peaux de lapin
peaux de castor sec,peaux de castor sec
peignes de corne,peignes de corne
pierres d'aimant,pierres d'aimant
pierres de taille,pierres de taille
pignons d'Inde,pignons d'inde
planches de sapin de 27 pieds,planches de sapin de 27 pieds
planches de sapin de 8 pieds,planches de sapin de 8 pieds
plumes de poule,plumes de poule
plumes à cure-dents,plumes à cure-dents
plumes à écrire apprêtées,plumes à écrire apprêtées
poil de chèvre,poil de chèvre
poisson d'eau douce,poisson d'eau douce
poivre noir,poivre noir
poterie de grès diverse,poterie de grès diverse
poudre à canons,poudre à canons
preceintes,preceintes
quincaillerie de cuivre,quincaillerie de cuivre
racines de pirestre,racines de pirestre
raiseau d'argent,raiseau d'argent
râpure de corne,râpure de corne
râpure d'ivoire,râpure d'ivoire
rhubarbe,rhubarbe
rhubarbe du Levant,rhubarbe du levant
roues de cabrouets,roues de cabrouets
ruban de fil et laine,ruban de fil et laine
saindoux,saindoux
salpêtre,salpêtre
serge drapée,serge drapée
selles de chevaux,selles de chevaux
sebeste,sebeste
seringues d'étain,seringues d'étain
soie diverse,soie diverse
soie grège,soie grège
sucre blanc,sucre blanc
tabatières d'argent,tabatières d'argent
tabatières de bois,tabatières de bois
tabatières de carton,tabatières de carton
tables de marbre,tables de marbre
tapisserie d'Auvergne,tapisserie d'auvergne
tapisserie des Gobelins,tapisserie des gobelins
terraille,terraille
têtes de cuir en poil,têtes de cuir en poil
théières d'étain,théières d'étain
toile crée,toile crée
toile de Bretagne blanche,toile de bretagne blanche
toile de Bretagne crue,toile de bretagne crue
toile de Bretagne de Poldavie,toile de bretagne de poldavie
toile de coton Nankin,toile de coton nankin
toile de coton peinte,toile de coton peinte
toile de Flandre,toile de flandre
toile de Languenan,toile de languenan
toile de lin écrue,toile de lin écrue
toile étroite,toile étroite
toile fine,toile fine
toile gratienne,toile gratienne
toile Guinée,toile guinée
toile nicaneas,toile nicaneas
toile rousse,toile rousse
toile sangalette,toile sangalette
vans à vanner,vans à vanner
velours de coton,velours de coton
vermillon,vermillon
verres de montres,verres de montres
vin blanc,vin blanc
vin d'Amont,vin d'amont
vin du Cap,vin du cap
vin de Champagne de montagne,vin de champagne de montagne
vin de Champagne de rivière,vin de champagne de rivière
vin de pays,vin de pays
vin du Quercy,vin du quercy
vin d'Espagne d'Alicante,vin d'espagne d'alicante
vin d'Espagne de Malaga,vin d'espagne de malaga
volailles poulets,volailles poulets
allaya,allaya
alun,alun
alpargate,alpargate
aloès,aloès
allumettes à vin,allumettes à vin
émeri,émeri
ambre carabé,ambre carabé
ancres de fer,ancres de fer
anchois,anchois
antimoine cru,antimoine cru
anspects,anspects
arak,arak
armes à feu diverses,armes à feu diverses
armes blanches,armes blanches
articles réunis d'une valeur moindre de 2000 francs chacun,articles réunis d'une valeur moindre de 2000 francs chacun
baume,baume
barres de guindeau,barres de guindeau
bas de fil et coton,bas de fil et coton
basin des Indes,basin des indes
basse de viole,basse de viole
bâtons de sapin,bâtons de sapin
brouettes,brouettes
bêtes de somme en chevaux,bêtes de somme en chevaux
bétilles,bétilles
bleu de Prusse,bleu de prusse
bois anspects,bois anspects
bois à teindre,bois à teindre
bois d'aloès,bois d'aloès
bois de fustet,bois de fustet
bois de jacaranda,bois de jacaranda
bois de sapin en planches,bois de sapin en planches
bois des Indes râpé,bois des indes râpé
bonneterie de laine bonnets,bonneterie de laine bonnets
bonneterie de soie en bas,bonneterie de soie en bas
boutons de fil d'or,boutons de fil d'or
boutons de fil d'or et d'argent,boutons de fil d'or et d'argent
boutons de fil,boutons de fil
brai,brai
cacao de Caracas,cacao de caracas
canons de fusils,canons de fusils
caractères à imprimer,caractères à imprimer
caves garnies de 9 flacons,caves garnies de 9 flacons
cendre à fumer terre,cendre à fumer terre
cendre potasse védasse et gravelée,cendre potasse védasse et gravelée
chaises de poste,chaises de poste
chaises roulantes,chaises roulantes
chapeaux de castor,chapeaux de castor
charbon de pierre,charbon de pierre
chausse-pieds,chausse-pieds
curcuma,curcuma
coiffures de gaze,coiffures de gaze
coloquinte,coloquinte
colliers de grenat,colliers de grenat
contrebordé,contrebordé
coquilles de nacre,coquilles de nacre
corail brut,corail brut
